experiment,read,sequence(; separated),positions (;spearated),order_doesn't_quite_work
EF2,b0c87292-983d-43d1-a4ab-3089f412ec54,T2_L3S2P21;symE,-988:-1049;-1053:-1211,0
EF2,a5eafa6c-c6b2-43ce-ac29-7beba8d5f7e2,pac,-4:-201,0
EF2,3bd79fd1-5092-481c-b35b-eda1224add4b,pac,-1:-1034,0
EF2,fcfcc820-3fde-42ea-8615-ed5ab55cc0c9,symE;T2_L3S2P21,1:149;153:209,0
EF2,8e10fb08-c66d-4075-b102-760db22c0fea,pac,1:433,0
EF2,b0a48be0-d6be-499e-90e0-9ab75de88542,pac,2:307,0
EF2,38e0cb2e-f058-4418-9a2e-7a4e902c685b,pac,17:275,0
EF2,9f1f7cd5-0c7e-4c82-a238-61d5f9c9d183,symE;T2_L3S2P21,1:180;184:239,0
EF2,8ff3f01d-3231-47d6-bcac-98b9ee13a00d,pac,7:400,0
EF2,21579d6d-45e5-4f15-bd30-411fd81057fc,pac,1:342,0
EF2,792475a9-ee27-438c-a5d7-bfb9a0d13182,pac,1:863,0
EF2,477b246c-ecb4-468f-915d-4ee7e3986127,pac,-1:-563,0
EF2,5603b931-d2dc-48bc-b17b-a827fe46e9a0,pac,-1:-1006,0
EF2,b4f5c2ef-d11f-4e24-a133-30c590a1f2f4,pac,-2:-300,0
EF2,74da495c-bbac-46a3-b906-2b8bee03bbf8,pac,1:2044,0
EF2,975ca2fe-4ff4-48c4-96ab-1580b0855f83,pac,-10:-372,0
EF2,13ed1591-fd17-46d8-a1a2-2b23a8a7afc4,pac,1:908,0
EF2,234d59e5-890c-4a5a-8056-120158f1d961,pac,-1:-917,0
EF2,6555a14e-52e5-4339-97c6-0b17f00d8e78,symE,-22:-219,0
EF2,8d2fa46c-62ee-47d4-8c09-d96020ac4db7,pac,-1:-349,0
EF2,acff762e-259e-4b04-8b0d-ebed6e9f66c9,pac,-1:-985,0
EF2,ebbdd14f-cfe4-4cc4-b925-e3135be97eab,T2_L3S2P21;symE,-115:-175;-179:-502,0
EF2,e7a961f4-1552-401d-8caf-7dc8b1ea64fe,pac,10:228,0
EF2,16c5c2a9-cd33-4250-b0aa-6440fcaaf6e2,pac,-1:-250,0
EF2,077a7828-993b-4fdb-87ad-f7832db43f7b,pac,1:853,0
EF2,e297b9a1-81ce-4c2d-9d52-150218c99ef4,pac,-1:-388,0
EF2,6b57882e-a7f8-426f-bcb3-8d66c75a6cfd,pac,3:575,0
EF2,4a62a047-89c1-4ce1-873d-f54288cbe44c,symE,225:282,0
EF2,9fae531d-f56c-44b5-8844-5faa3cdc3109,pac,1:1950,0
EF2,cfcdee11-2de0-4cb8-8468-c933d14937af,pac,1:214,0
EF2,7a4f6413-cd23-4905-a078-b00057081a27,pac,-1:-1595,0
EF2,32e9960d-67e5-49dd-a75b-513cd6f23ac0,pac,1:388,0
EF2,d71729d5-9e60-4a65-aba6-a29220a151e1,pac,-1:-189,0
EF2,33256c56-4ef0-406f-818b-342f646c1411,T2_L3S2P21;symE,-346:-406;-410:-467,0
EF2,e3ccfbe0-0c44-4f07-a618-f5924ed2f72f,symE,1:129,0
EF2,fa41ad45-e9a9-436a-8884-5be2eb4ecec6,pac;T1_L3S2P55;symE;T2_L3S2P21,1:318;322:378;461:799;803:863,0
EF2,16fdea3a-a805-4b2f-b26f-b8dc965a6a11,pac,1:452,0
EF2,7c177b5b-a587-4dea-938a-2b25d78a7c6a,pac,-2:-559,0
EF2,c215f22f-11d3-4e1d-ac76-e42e767bf16f,pac,1:558,0
EF2,0fec31e0-ea7d-4947-a798-3c3673b043ff,pac,-1:-545,0
EF2,410fc358-f287-4896-ac1f-54f3bf6c10ad,pac,-4:-949,0
EF2,77daf65e-3aba-44d7-bfcb-de68e1d3d2f5,symE,-86:-181,0
EF2,3a2c940e-39ae-4716-acc2-cbfa922a218e,pac,-1:-935,0
EF2,7a0ecacc-eaab-4239-aa65-e96231d45312,pac,-5:-402,0
EF2,755d4f6d-f4e8-4f83-93c5-049dc54064b3,pac,26:443,0
EF2,9b362361-23bc-4ccb-95d5-49bbf85ca278,pac,-1:-602,0
EF2,2a68b272-9290-46ea-a18a-c28c1ee394d7,pac,1:880,0
EF2,935d1467-b13a-423d-a47c-8ebe404b0ebb,pac,-1:-1183,0
EF2,5bd2be57-521f-42eb-852d-90e1e6cbb5b3,pac,-1:-864,0
EF2,e2a7ded8-74ef-4b17-aec5-0ec78260d1f6,pac,-3:-505,0
EF2,90d82784-6b91-42fa-8bf5-c13b91b98159,pac;symE;T2_L3S2P21,10:1015;1146:1464;1468:1526,0
EF2,d7812db8-eea5-4459-a484-6a585105c812,pac,-1:-339,0
EF2,a8f0878e-7db9-4834-9542-ce8c2d4b3664,pac,-1:-841,0
EF2,b6e2a003-f710-4c5a-9f3d-5cae39c953cb,symE,19:357,0
EF2,6925a9ee-d695-47eb-a74e-954f182d20c7,pac,-1:-171,0
EF2,07a44d9c-f237-472c-879f-2741a22f75f5,pac;T1_L3S2P55,1:319;323:379,0
EF2,ca683b80-0970-40ca-8430-a599133688f9,T2_L3S2P21;symE,-291:-352;-356:-530,0
EF2,f74c6653-1a19-436a-b962-550308c0e9f2,pac,11:802,0
EF2,7354522c-0464-40ce-af57-b79f5d54035b,T2_L3S2P21;symE,-127:-187;191:496,0
EF2,babaa4df-c2d1-48c1-b96f-d1f1fc1391e8,pac,1:1101,0
EF2,61225851-ea09-4384-931c-8905e60d987f,pac,10:771,0
EF2,d63c5fb8-b2dc-43f3-b97c-58d4c16af78e,T2_L3S2P21;symE;pac,-1146:-1186;-1211:-1521;-1636:-1683,0
EF2,80afd319-c690-4a61-8382-bc0c1850a964,T1_L3S2P55;pac,-550:-606;610:2804,0
EF2,4906a6e1-d23a-436b-97dc-af7dba802b91,pac,1:606,0
EF2,067787f4-ecef-4dab-94c6-c6f49be55a68,pac,1:186,0
EF2,6375edb3-e14e-4cdf-8677-6b5336912a8c,pac,-33:-461,0
EF2,80d5b160-7a48-45cb-83e0-900dbafee16a,pac,-1:-765,0
EF2,367f73dc-aacd-4a0b-9271-fb08c51483da,pac,1:896,0
EF2,5fc4eab5-816f-4555-9db9-881d139f9056,pac,10:286,0
EF2,4f1e8178-57c9-4395-b283-5e19bb478863,pac,1:107,0
EF2,cdcd76bf-c1fe-4612-b562-7e2b05d9dbbe,pac,1:1550,0
EF2,a6a07372-b719-4f8a-8654-3bb6575e4cce,symE;T1_L3S2P55;pac,-11:-61;-139:-192;-198:-563,0
EF2,03c1e1b4-cb5c-4f79-9b84-f826765fc7c8,pac;T1_L3S2P55,1:927;931:987,0
EF2,f442381f-03d3-46ff-9c3b-e4c306ee652e,pac,-17:-1662,0
EF2,520163e5-bc5a-484d-a12b-621331dcfa6a,pac,-9:-483,0
EF2,354a03ad-5752-4f2c-b208-6015965a2816,symE;T2_L3S2P21,-1:-264;268:328,0
EF2,3073278d-d6f1-4762-bdb4-159ca18cb8ac,pac,16:388,0
EF2,4c8643cc-e05c-49ec-9458-2e1e022a6778,pac,1:698,0
EF2,6150dce2-966b-40f4-9269-d461fe0cf819,pac,-1:-361,0
EF2,ccbb45fb-2419-4e37-9663-5a783205cad7,pac,-2:-641,0
EF2,fc02965d-37fd-4591-8739-f831cb3f4a83,symE;T2_L3S2P21,-3:-248;252:305,0
EF2,44160ceb-be05-43d7-aa07-c09e2d8b99ca,pac,1:219,0
EF2,47ae6429-46a5-421e-8db1-c5d1c91fda84,pac;T1_L3S2P55,1:255;259:315,0
EF2,7b931b73-4d55-48c1-8329-bf3789668218,T1_L3S2P55;pac,-35:-88;-93:-329,0
EF2,36300d52-73aa-4791-be84-b0db168fe180,pac,1:1089,0
EF2,c556270d-52e9-40a6-a208-4bbeae653bab,pac,-1:-1100,0
EF2,a6786dd2-f50e-4db1-87a6-5c45bc209a28,symE;T2_L3S2P21,1:99;103:158,0
EF2,c16b8ea9-f49c-483c-a5df-8de303348ee8,pac,-1:-1063,0
EF2,08dfa96d-d6c7-413f-b803-ca500f4b66ac,symE,1:187,0
EF2,d8a640cc-0821-4317-a1b5-635aab4dc9cd,pac,1:516,0
EF2,9c04da1f-4f98-43c8-afcf-38199689cc9a,pac,-5:-984,0
EF2,59fca75a-deb9-4363-8e21-b873c7c1c0f1,pac,12:432,0
EF2,57677066-04c9-4ce9-af8c-0ce264baff7e,pac,1:490,0
EF2,67fee5c2-839c-44ec-ae3a-31befec35c12,pac,-15:-928,0
EF2,cc01be82-f3a6-4cef-9c80-f69ce5e78839,pac,1:112,0
EF2,a7cfb719-8d9b-4847-9953-571c731f0aab,pac,1:159,0
EF2,16580eb0-745b-4a8f-a1b1-884937f49ddd,pac,-1:-861,0
EF2,a18aa4e1-8af2-46e6-8682-d83b79c13c58,pac,1:437,0
EF2,c785263f-e6af-427e-951d-9277d160e932,pac,5:2246,0
EF2,b2061c5d-b350-4e23-ac55-f96fb8f9d564,pac;T1_L3S2P55,6:393;397:452,0
EF2,9d9a6805-add2-48b6-ac78-fba61129f732,pac,930:2495,0
EF2,0968a8ef-10eb-4541-8078-01db88f7c52d,T2_L3S2P21;symE,-204:-264;-268:-575,0
EF2,9f06a85c-01a3-4ceb-8991-86f425b217b9,pac,1:762,0
EF2,e81c9644-2d1f-4024-92bb-5f86f6a2d404,pac;T1_L3S2P55,7:768;772:828,0
EF2,1487ab16-72e1-46f7-a4df-f91f08134f02,pac,1:630,0
EF2,d66a7f60-0381-40d5-8455-f469058e7ff5,pac,-11:-842,0
EF2,68d89776-4785-4166-9de1-8edefffffe82,symE,-1:-194,0
EF2,ce8043c0-537c-4fd5-b0be-3c172807e6cf,pac,-1:-730,0
EF2,8e64ba95-1221-444c-bb01-ee1d6fcd0d0c,pac,1:144,0
EF2,d18eac5e-0c3f-4e3c-b86c-cc13a13c3a54,pac,-1:-1156,0
EF2,f889d13d-8626-4c48-a3e9-2f260528d9fe,pac,7:1836,0
EF2,7de56c90-235a-40d6-9665-3e9818edc454,pac,-14:-388,0
EF2,9bf06f1e-96b2-49e4-8f91-6c88670af71f,symE;T2_L3S2P21,-1:-338;342:402,0
EF2,4ed0b0a7-f027-4d16-b2e6-c2eb226c9121,pac,1:146,0
EF2,bec4d15e-e1cb-464c-978f-8904d2c97e88,symE;pac,-1:-193;-270:-660,0
EF2,6c8edc44-a278-4fe1-abb0-499656abc79e,pac,-3:-395,0
EF2,10b53c6c-e573-44ef-a85d-b31ab3087980,pac,1:1912,0
EF2,5ebe1917-e72a-49a5-95ae-0c44328ef768,pac,-14:-250,0
EF2,f955a8fc-767d-4a6d-8757-3c5c8bd180aa,symE;T2_L3S2P21,16:354;358:417,0
EF2,93d503e2-1abf-4f58-8c36-08ccc11b2941,pac,1:369,0
EF2,35bae879-1943-4cb7-8481-0016a932d0e7,pac,1:1326,0
EF2,cf7ce1c9-66bc-44bd-9115-e76500069c8f,pac,1:2451,0
EF2,2b071940-8153-40e3-89a1-62e894cc5770,pac,-1:-718,0
EF2,4ed4731c-5103-47cd-a20a-cf6765ce1071,pac,-8:-918,0
EF2,181d1082-a747-42b4-ab10-21dbd35fc052,pac,-1:-660,0
EF2,fdf2c0ae-af16-402e-8dd4-7dc0ee45ae2d,pac,1:660,0
EF2,87147417-f6a7-49d2-9536-d8fd5da82ddf,pac,-1:-400,0
EF2,ef8cb3aa-5302-471a-8d18-000103cf3866,symE,5:115,0
EF2,4fd7faf3-f9c8-4e14-a370-8fb67ec5c279,pac;T1_L3S2P55;symE;T2_L3S2P21,1:2383;2420:2464;2549:2891;2895:2954,0
EF2,12454af3-264e-41be-ae02-0b876022c06f,symE,1:173,0
EF2,1a9eafdb-ed59-4ad2-bb61-f7cf3171b38b,pac,8:134,0
EF2,4214ad90-84bd-4f1d-9086-3c2dea60c86d,T2_L3S2P21;symE,-391:-451;-455:-694,0
EF2,b8e0b3ca-bb7d-429c-9b46-b39caba5f8cd,pac,1:906,0
EF2,71451862-0a08-4187-88d8-710ebfe5253f,pac,-1:-557,0
EF2,7a6fad39-edb3-4161-8075-19171656b94d,pac,-22:-687,0
EF2,6262bfd9-e144-4d1d-8050-d30b81760d88,T2_L3S2P21,28:88,0
EF2,b4b9d027-a28e-4d68-9113-5daba7b2d92f,T2_L3S2P21,38:93,0
EF2,54ecbe25-ad0e-4ead-9c55-6ba406b62f78,T2_L3S2P21,-1583:-1632,0
EF2,926da01c-b3cb-46b9-855d-a76313c79241,T2_L3S2P21,25:83,0
