experiment,read,sequence,start_flank,end_flank,read_length
EF2,73fa1b56-d599-41ad-b866-a326dd4a2b1d,1:33-no_hits;34:91-T2_L3S2P21;95:433-symE;466:500-J23113;567:3104-pac;3105:3135-RBSc36;3139:3173-J23116;3174:3722-no_hits,33,549,3722
EF2,6b4b647e-084f-4ead-82a1-f89e6df49d1a,1:268-no_hits;269:303-J23118;307:337-RBSc36;338:2554-pac;2555:2554-no_hits,268,0,2554
EF2,83526ea6-d22f-4982-b6e1-02f14a7e0385,1:144-pac;145:175-RBSc36;179:213-J23113;214:435-no_hits,0,222,435
EF2,e5e69a5d-bf41-4910-a715-88d8e1e86b0a,1:1333-no_hits;1334:1368-J23113;1402:1456-pac;1457:1458-no_hits,1333,2,1458
EF2,3a45fa7b-4c40-4dfa-b0b2-3cae3cc7eb0e,1:34-pac;35:65-RBSc36;69:103-J23116;104:1038-no_hits,0,935,1038
EF2,0bacca37-ecb4-4f84-ad7c-17130550cfb5,1:278-no_hits;279:313-J23102;526:560-J23107;564:594-RBSc36;595:933-symE;934:1958-no_hits,278,1025,1958
EF2,690954ef-b247-40ae-97df-0d8e4e0b79fd,1:695-no_hits;696:754-T2_L3S2P21;758:1096-symE;1097:1127-RBSc42;1131:1165-J23100;1175:1212-T1_L3S2P55;1224:3766-pac;3767:3797-RBSc36;3798:5566-no_hits,695,1769,5566
EF2,03a52c3d-c883-442e-97a1-50754f6304b9,1:1167-no_hits;1168:1202-J23116;1203:1593-no_hits,1167,391,1593
EF2,622a68e4-8529-41f8-baa4-4de45f533000,1:270-no_hits;271:325-T2_L3S2P21;329:667-symE;675:731-T1_L3S2P55;735:3274-pac;3275:3305-RBSc36;3309:3343-J23116;3344:3849-no_hits,270,506,3849
EF2,e3a8a4b0-f68d-4f95-9761-8058c6389f51,1:261-symE;262:292-RBSc33;296:330-J23116;341:397-T1_L3S2P55;401:2938-pac;2939:2969-RBSc36;2973:3007-J23113;3008:3348-no_hits,0,341,3348
EF2,43b075d7-805c-42fa-b2d0-93d3fe6af315,1:241-no_hits;242:276-J23102;280:310-RBSc36;311:656-pac;657:656-no_hits,241,0,656
EF2,63f731a8-1352-4e6e-90f9-08a082ff05ac,1:332-no_hits;333:367-J23107;372:402-RBSc36;403:1370-pac;1371:1370-no_hits,332,0,1370
EF2,c3d1ea17-85e9-4a39-ba01-38f5f7f5a839,1:961-no_hits;962:1022-T2_L3S2P21;1026:1364-symE;1399:1433-J23118;1434:1671-no_hits,961,238,1671
EF2,7bfdb7b1-9c73-45dc-a49e-d5128bb7143e,1:428-pac;434:489-T1_L3S2P55;500:534-J23118;538:568-RBSc42;569:906-symE;910:970-T2_L3S2P21;3403:3437-J23102;3441:3471-RBSc36;3472:3980-no_hits,0,509,3980
EF2,ea6d16f3-bd25-4d98-8829-2237f003ec04,1:271-no_hits;272:306-J23113;341:2877-pac;2881:2937-T1_L3S2P55;2948:2982-J23107;2986:3016-RBSc36;3017:3355-symE;3359:3420-T2_L3S2P21;3421:3624-no_hits,271,204,3624
EF2,2b7c4504-f26b-4fab-8cdf-e147a8cb90c8,1:7-no_hits;8:128-pac;132:188-T1_L3S2P55;199:233-J23113;237:267-RBSc42;268:606-symE;610:669-T2_L3S2P21;670:914-no_hits,7,245,914
EF2,0ce39d36-c7f4-4163-afce-c69053ff808e,1:948-no_hits;949:983-J23116;984:4477-no_hits,948,3494,4477
EF2,98d46326-ec3a-461a-b809-a556c39b3a8b,1:2468-no_hits;2469:2524-T1_L3S2P55;2535:2569-J23118;2573:2603-RBSc42;2604:2942-symE;5439:5473-J23116;5510:5563-pac;5564:5566-no_hits,2468,3,5566
EF2,8fda032a-d338-46c3-b9cb-ee27a88c46ac,1:1007-no_hits;1008:1042-J23113;1046:1076-RBSc36;1077:1967-pac;1968:1972-no_hits,1007,5,1972
EF2,fde0f0e6-1915-4df9-a0b7-f78af949c8ec,1:53-no_hits;54:114-T2_L3S2P21;118:456-symE;457:487-RBSc58;491:525-J23113;536:592-T1_L3S2P55;596:755-pac;756:755-no_hits,53,0,755
EF2,9bc4af1c-54d8-41d7-8033-80950e4ac2eb,1:1-no_hits;2:505-pac;509:560-T1_L3S2P55;576:610-J23116;614:644-RBSc36;645:983-symE;987:1047-T2_L3S2P21;1048:2385-no_hits,1,1338,2385
EF2,4ad77507-16e7-48df-bba7-cb3dbb941431,1:612-no_hits;613:647-J23116;648:676-no_hits,612,29,676
EF2,f58c2633-699d-4fe6-99b2-4278efcfa939,1:1203-no_hits;1204:1238-J23113;1242:1272-RBSc36;1273:1598-pac;1599:1598-no_hits,1203,0,1598
EF2,41f9d591-151e-4ae3-95f0-2fb78c9e2735,1:226-no_hits;227:258-J23102;2696:2756-T2_L3S2P21;2760:3101-symE;3102:3132-RBSc42;3133:3141-no_hits,226,9,3141
EF2,f04a9b6e-a221-4512-8914-1e05db6285b9,1:66-no_hits;67:101-J23116;105:135-RBSc36;136:436-pac;437:437-no_hits,66,1,437
EF2,0c1afadf-a1a9-46ed-8dcc-6f2e6e8b9845,1:88-no_hits;89:123-J23118;127:157-RBSc36;158:1037-pac;1038:1039-no_hits,88,2,1039
EF2,50c3212b-c780-4580-8d86-74c741229991,1:1742-pac;1746:1801-T1_L3S2P55;1812:1846-J23100;1850:1880-RBSc36;1881:2219-symE;2223:2282-T2_L3S2P21;2283:2604-no_hits,0,322,2604
EF2,8f07ed81-def0-42a6-be92-82a88f999f03,1:311-no_hits;312:372-T2_L3S2P21;376:714-symE;715:745-RBSc36;749:783-J23116;794:846-T1_L3S2P55;856:2597-pac;2598:2597-no_hits,311,0,2597
EF2,4abfbca3-9500-476e-92f5-68da24b0c0eb,1:874-no_hits;875:3409-pac;3413:3468-T1_L3S2P55;3479:3513-J23113;3517:3547-RBSc36;3548:3887-symE;3891:3951-T2_L3S2P21;3952:5582-no_hits,874,1631,5582
EF2,591b0e51-0951-45ce-80ff-60f00814ee31,1:339-no_hits;340:370-RBSc13;374:408-J23116;479:752-pac;753:752-no_hits,339,0,752
EF2,f8a2f5d3-e360-4257-8fa9-f9f6d470fb00,1:1624-no_hits;1625:1655-RBSc36;1659:1693-J23113;4132:4469-symE;4470:4500-RBSc33;4504:4538-J23116;4549:4605-T1_L3S2P55;4609:5504-pac;5505:5504-no_hits,1624,0,5504
EF2,8a1aab4b-0da8-4ce5-8f7d-3c041656d06a,1:1356-pac;1434:1468-J23113;1503:1839-symE;1843:1901-T2_L3S2P21;1902:2554-no_hits,0,653,2554
EF2,15a6c8a7-1cc9-469c-b905-a2db77121153,1:323-no_hits;324:358-J23113;359:907-no_hits,323,549,907
EF2,22045f37-0854-4721-a364-81e6e8e328fe,1:1368-no_hits;1369:1428-T2_L3S2P21;1432:1767-symE;1799:1833-J23107;1844:1883-T1_L3S2P55;1900:4436-pac;4437:4467-RBSc36;4471:4505-J23113;4506:5627-no_hits,1368,1122,5627
EF2,9d585ece-c31c-4c45-8aa1-bec7a16f6706,1:916-pac;920:976-T1_L3S2P55;988:1021-J23113;1058:1227-symE;1228:1227-no_hits,0,0,1227
EF2,ab445320-026c-4436-9e1a-8a000474c96d,1:2263-pac;2267:2323-T1_L3S2P55;2335:2369-J23116;2373:2403-RBSc13;2404:2726-no_hits,0,323,2726
EF2,b9e4ad6d-7e2a-45f5-907e-39ac28860816,1:478-no_hits;479:513-J23118;517:547-RBSc36;548:2729-pac;2730:2729-no_hits,478,0,2729
EF2,04130106-b668-49ba-8d39-890620b1299b,1:1484-no_hits;1485:1519-J23116;1520:2225-no_hits,1484,706,2225
EF2,ad35790f-5e5f-4d52-bf18-a31609c813e7,1:344-pac;348:403-T1_L3S2P55;415:446-J23113;482:818-symE;822:876-T2_L3S2P21;877:2823-no_hits,0,1947,2823
EF2,090a3379-8349-447e-89fa-7f8056596d99,1:626-no_hits;627:659-J23116;663:693-RBSc36;694:1667-pac;1668:1667-no_hits,626,0,1667
EF2,0f8a5083-0655-4392-ab01-21a0465118e8,1:10-no_hits;11:45-J23116;79:526-pac;527:526-no_hits,10,0,526
EF2,18a349b7-a227-437f-a553-a72f2cd80a8b,1:1374-pac;1378:1434-T1_L3S2P55;1445:1479-J23116;1483:1513-RBSc13;1514:2184-no_hits,0,671,2184
EF2,a82e85fb-f47e-407a-8002-f933507531c7,1:1870-no_hits;1871:1901-RBSc36;1905:1939-J23113;4388:4448-T2_L3S2P21;4452:4790-symE;4791:4821-RBSc42;4825:4859-J23118;4870:4926-T1_L3S2P55;4930:5578-pac;5579:5578-no_hits,1870,0,5578
EF2,60c80c95-de43-46c0-bcf2-c378733b49a6,1:1367-no_hits;1368:1399-J23116;1400:2205-no_hits,1367,806,2205
EF2,182023da-98c7-4a36-aa56-5e61d8e080f0,1:1346-no_hits;1347:1403-T1_L3S2P55;4088:4123-J23113;4153:5327-pac;5328:5327-no_hits,1346,0,5327
EF2,9636f63a-a18a-49e3-9434-28808b0def6d,1:710-pac;743:777-J23113;778:2268-no_hits,0,1491,2268
EF2,f9314e56-9ad1-438c-88d0-af7c1b17a726,1:1179-no_hits;1180:1214-J23118;1218:1248-RBSc36;1249:3786-pac;3790:3846-T1_L3S2P55;3857:3891-J23113;3895:3925-RBSc13;3926:5174-no_hits,1179,1249,5174
EF2,716c9d7b-312c-4477-a54d-5bed40abb9f1,1:1869-no_hits;1870:1904-J23113;1905:2231-no_hits,1869,327,2231
EF2,3b964311-bd31-4d77-95a0-390347e69227,1:1579-no_hits;1580:1614-J23116;1615:2235-no_hits,1579,621,2235
EF2,731220bb-6eb4-451a-9f50-02fd5076df0f,1:634-no_hits;635:669-J23116;670:2224-no_hits,634,1555,2224
EF2,23c2eada-63f9-4ade-a52c-14900c786e6c,1:991-no_hits;992:1026-J23102;1027:1073-no_hits,991,47,1073
EF2,39150b4c-6ddb-4c0e-8dde-8d345a55bf06,1:19-no_hits;20:1245-pac;1246:1276-RBSc36;1280:1314-J23118;1315:2520-no_hits,19,1206,2520
EF2,325bcd1f-c8cf-40ee-895b-98aa57d3e8dc,1:615-no_hits;616:650-J23116;651:1207-no_hits,615,557,1207
EF2,2ddec753-d00a-4943-a6cd-976c814aacf0,1:245-no_hits;246:276-RBSc36;277:1134-no_hits,245,858,1134
EF2,a0e50429-0a05-4827-9d10-adf38b889363,1:1950-no_hits;1951:1981-RBSc36;1982:2231-no_hits,1950,250,2231
EF2,512cd393-0184-404c-9c8d-612d30f2bb78,1:239-no_hits;240:270-RBSc36;271:1712-no_hits,239,1442,1712
EF2,9765e87e-0461-4a93-b6ff-ffe41e27e9c8,1:594-no_hits;595:625-RBSc36;626:1638-no_hits,594,1013,1638
EF2,ad491bce-9edf-4344-8cac-80974c2106d9,1:436-no_hits;437:467-RBSc36;468:1992-pac;1993:1992-no_hits,436,0,1992
EF2,1825387f-bd5a-42d1-92be-a16449085dbf,1:75-symE;76:106-RBSc58;161:208-T1_L3S2P55;212:430-pac;431:430-no_hits,0,0,430
EF2,6fd9a37c-bf14-4500-b939-664d09bb38a6,1:1294-no_hits;1295:1325-RBSc36;1326:2225-no_hits,1294,900,2225
EF2,af9cb1e5-b475-4065-936e-172bcdfe0b8a,1:616-no_hits;617:647-RBSc36;648:2232-no_hits,616,1585,2232
EF2,736f9fcd-5ea2-4d65-ae05-7d071334dc25,1:981-no_hits;982:1012-RBSc36;1013:2223-no_hits,981,1211,2223
EF2,356d8cc7-03e6-49d4-b7ad-eca1798f1c9f,1:133-no_hits;134:163-RBSc44;164:1174-no_hits,133,1011,1174
EF2,8d0e1eda-f520-4565-8cce-067bc8707317,1:361-no_hits;362:392-RBSc36;393:2242-no_hits,361,1850,2242
EF2,158f7355-b7c8-4f39-a8d3-4b9642d75fb2,1:21-no_hits;22:52-RBSc33;53:391-symE;392:1235-no_hits,21,844,1235
EF2,d90b3ec9-eb87-416d-be31-c01c29b71db2,1:266-no_hits;267:297-RBSc36;298:442-no_hits,266,145,442
EF2,bb451656-ebee-428c-aaf1-40198c0b9008,1:11-no_hits;12:40-RBSc36;41:2204-no_hits,11,2164,2204
EF2,d77acb44-9e63-4133-a5f0-be426594ea54,1:699-no_hits;700:730-RBSc36;731:2231-no_hits,699,1501,2231
EF2,a3186a50-3196-4932-96d8-afbf2e3490e1,1:1511-no_hits;1512:1542-RBSc36;1543:2221-no_hits,1511,679,2221
EF2,8ab4323c-7b4f-4f3e-9bd0-6afafa833b6e,1:1529-no_hits;1530:1559-RBSc44;1560:2232-no_hits,1529,673,2232
EF2,3a72f870-bb4f-4fe5-8b9b-6a541bcdfc3c,1:1-no_hits;2:261-symE;262:292-RBSc58;340:386-T1_L3S2P55;397:723-pac;724:723-no_hits,1,0,723
EF2,88571cd4-774f-4ebd-95d4-0eb11481506f,1:187-no_hits;188:218-RBSc36;219:1752-no_hits,187,1534,1752
EF2,61397a60-abd3-4bf7-a0bf-41ef70a22a91,1:1788-no_hits;1789:1819-RBSc36;1820:2228-no_hits,1788,409,2228
EF2,e3752ded-f5e6-4679-8b61-65e32f98db71,1:19-no_hits;20:50-RBSc36;51:389-symE;393:454-T2_L3S2P21;455:582-no_hits,19,128,582
EF2,1ccd4139-f019-49e2-994b-aa12f27e4181,1:351-no_hits;352:382-RBSc36;383:2237-no_hits,351,1855,2237
EF2,fc9061ab-8308-4a8f-bfa4-d096a16d6390,1:4-no_hits;5:32-RBSc36;33:370-symE;374:434-T2_L3S2P21;435:688-no_hits,4,254,688
EF2,ce18b110-533f-49ee-9c08-518d45a1952f,1:221-no_hits;222:252-RBSc36;253:494-no_hits,221,242,494
EF2,8f6f08a5-cd5b-44d8-a483-3c0954756dbd,1:20-no_hits;21:51-RBSc36;52:1132-no_hits,20,1081,1132
EF2,c2eb5cd0-f53c-4150-9d1c-76fe7db0e394,1:34-pac;35:65-RBSc36;66:334-no_hits,0,269,334
EF2,81aa605b-216a-4b6a-a4a5-1c81bbe8b9b2,1:706-no_hits;707:736-RBSc44;737:2215-no_hits,706,1479,2215
EF2,5a0981de-30d6-4e23-925b-549d7d2c6a9a,1:542-no_hits;543:573-RBSc36;574:1070-no_hits,542,497,1070
EF2,4620a2a0-de7f-4bc5-a0a8-6c08112b1656,1:1-no_hits;2:44-T1_L3S2P55;96:126-RBSc36;127:208-symE;209:209-no_hits,1,1,209
EF2,3ff0877e-fa20-4fd6-aa4f-aa12e6f9ce41,1:368-no_hits;369:399-RBSc36;400:2235-no_hits,368,1836,2235
EF2,0808fcf0-02ea-4407-8f7f-f8ac43887459,1:932-no_hits;933:962-RBSc44;963:1433-no_hits,932,471,1433
EF2,1d8c5232-8487-4dac-964c-39f0db303b6d,1:1952-no_hits;1953:1983-RBSc36;1984:2235-no_hits,1952,252,2235
EF2,b1e2a7fa-cc37-48b7-8fd8-2e59186fd6bd,1:1148-no_hits;1149:1178-RBSc44;1179:2225-no_hits,1148,1047,2225
EF2,0b0de26e-ca04-402f-bd7b-3e9c0828ae2f,1:1295-no_hits;1296:1325-RBSc44;1326:2229-no_hits,1295,904,2229
EF2,bfe8998e-f14a-48c2-bea3-14c2baf1d52a,1:1090-no_hits;1091:1121-RBSc36;1122:2231-no_hits,1090,1110,2231
EF2,e99879df-8241-4e2f-9f3b-ef9c0fb74203,1:18-no_hits;19:2555-pac;2556:2586-RBSc36;2587:2589-no_hits,18,3,2589
EF2,9ac5826a-6cb2-41f1-b653-ec297de4f07d,1:334-no_hits;335:365-RBSc36;366:1837-pac;1838:1840-no_hits,334,3,1840
EF2,b4843a5d-6008-464d-84d1-911192f23cee,1:2024-no_hits;2025:2055-RBSc36;2056:2233-no_hits,2024,178,2233
EF2,3a75c044-fc26-49c7-ad9b-c539bd55900f,1:260-no_hits;261:291-RBSc36;292:2220-no_hits,260,1929,2220
EF2,ed3b77bb-2b5d-4fb6-9d97-00cfcb5a254a,1:118-no_hits;119:148-RBSc44;149:939-no_hits,118,791,939
EF2,0ed54f9d-b524-4294-a7ec-27558c4347ee,1:231-no_hits;232:262-RBSc36;263:2230-no_hits,231,1968,2230
EF2,91e6e876-f2ae-4a77-a114-14fa8e964549,1:1021-no_hits;1022:1051-RBSc44;1052:2234-no_hits,1021,1183,2234
EF2,b13452f6-052a-4ee4-8886-97f224e69fa3,1:86-no_hits;87:117-RBSc36;118:662-no_hits,86,545,662
EF2,f2b04403-45b1-48f8-a5ec-d6f40065f88a,1:2198-pac;2199:2229-RBSc36;2230:2513-no_hits,0,284,2513
EF2,34e01253-90cd-487e-b1b5-8c3f39394cc4,1:290-no_hits;291:321-RBSc36;322:1291-no_hits,290,970,1291
EF2,f11bd865-2207-446d-b3e4-5774682e4f5d,1:286-no_hits;287:317-RBSc36;318:2229-no_hits,286,1912,2229
EF2,158afd56-7fd8-4c9c-b8d2-a0b7873d0061,1:397-pac;398:428-RBSc36;429:2681-no_hits,0,2253,2681
EF2,f119782e-e4b0-4c38-80ce-aeb799d38a61,1:30-RBSc36;31:597-no_hits,0,567,597
EF2,35736f16-033c-4cb3-9d75-3498a25d13ad,1:514-no_hits;515:574-T2_L3S2P21;578:914-symE;915:945-RBSc36;995:1051-T1_L3S2P55;1055:2060-pac;2061:2060-no_hits,514,0,2060
EF2,abb16c3b-e242-4457-99a6-5c895deb4998,1:672-no_hits;673:702-RBSc44;703:716-no_hits,672,14,716
EF2,bfabe489-f3b4-485f-916f-af1a92dc7f75,1:141-no_hits;142:172-RBSc36;173:180-no_hits,141,8,180
EF2,408e6fd2-a220-4efe-8e6e-ba2131f684d0,1:466-pac;467:497-RBSc36;498:529-no_hits,0,32,529
EF2,a85d462b-5ea7-4431-be68-f811c03b8017,1:8-no_hits;9:153-pac;154:184-RBSc36;185:419-no_hits,8,235,419
EF2,4432e76e-5c52-4bfb-8947-f86d30fffc0f,1:20-no_hits;21:51-RBSc42;52:390-symE;394:454-T2_L3S2P21;455:597-no_hits,20,143,597
EF2,4f173bbb-968e-49f3-9004-56ccde8eb19b,1:10-no_hits;11:905-pac;906:905-no_hits,10,0,905
EF2,32bb8d48-e794-4a27-9dd4-a9c7de91aa71,1:903-pac;904:903-no_hits,0,0,903
EF2,efc4e25b-12fa-4759-a181-2f460edc308a,1:578-pac;579:578-no_hits,0,0,578
EF2,d6848419-16e0-425b-954d-21b9cfb0b1da,1:617-pac;618:617-no_hits,0,0,617
EF2,f2bdbff0-9601-436a-a37d-ae6985a3068b,1:625-no_hits;626:686-T2_L3S2P21;690:1029-symE;1039:1094-T1_L3S2P55;1098:2747-pac;2748:2747-no_hits,625,0,2747
EF2,19afd94d-286c-4d97-bb77-325608316924,1:1646-pac;1650:1704-T1_L3S2P55;1706:2036-symE;2040:2094-T2_L3S2P21;2095:2704-no_hits,0,610,2704
EF2,1766a77f-6a4a-41d8-a797-cd5ad759da44,1:552-no_hits;553:611-T2_L3S2P21;615:689-symE;690:689-no_hits,552,0,689
EF2,b521992e-e9e2-4f84-a8a2-458c120892c3,1:215-pac;216:215-no_hits,0,0,215
EF2,f93000bc-bc8d-4dda-a535-9a5fb87403d7,1:12-no_hits;13:624-pac;625:626-no_hits,12,2,626
EF2,7deb41fc-d99e-4b9c-8e65-d31765cfa373,1:1-no_hits;2:362-pac;363:364-no_hits,1,2,364
EF2,bf6f30f2-31ed-4a06-8771-145f2b05ebb7,1:626-pac;627:626-no_hits,0,0,626
EF2,9a98dd9d-29dd-4e60-bd0b-d5bbdbc6bf43,1:797-pac;798:798-no_hits,0,1,798
EF2,75d0ed94-2cf1-4e6d-825a-11ba7fa06188,1:12-no_hits;13:1180-pac;1181:1180-no_hits,12,0,1180
EF2,fe267e82-a403-4e6e-8712-55497d3b5b3a,1:15-no_hits;16:275-pac;276:275-no_hits,15,0,275
EF2,1ba77bd3-8223-44a8-ac63-5e5104029ef0,1:239-pac;240:240-no_hits,0,1,240
EF2,d7120a72-043b-476c-8bed-5b47c9e32277,1:854-pac;855:855-no_hits,0,1,855
EF2,5392c418-bb0b-4936-8800-6956cab6098f,1:267-pac;268:268-no_hits,0,1,268
EF2,78e77487-ed54-4ee5-967c-b51c31151a50,1:426-pac;427:427-no_hits,0,1,427
EF2,e3a980e1-6e65-4f86-a0ce-7bd7d8a05a19,1:716-pac;717:716-no_hits,0,0,716
EF2,0591caf0-67a2-4547-b694-ef7d815b682d,1:6-no_hits;7:253-symE;254:2158-no_hits,6,1905,2158
EF2,048517da-ee19-4109-9ca3-567c79fcd693,1:13-no_hits;14:668-pac;669:676-no_hits,13,8,676
EF2,dd11be77-a849-47fc-b62c-95503f89caca,1:205-pac;206:206-no_hits,0,1,206
EF2,4b71a6c4-4c9c-4109-892c-ff768dce8969,1:695-pac;696:700-no_hits,0,5,700
EF2,cfe14154-d158-4ef5-8492-518bf2da5ab9,1:693-pac;694:705-no_hits,0,12,705
EF2,3fd5da4b-38b2-44da-9b73-c26e52a69f53,1:11-no_hits;12:1094-pac;1095:1094-no_hits,11,0,1094
EF2,49bedf5c-b018-4915-86eb-cc3d591d1cbb,1:527-pac;528:529-no_hits,0,2,529
EF2,bc6619f6-552a-42df-a626-4ff0e38fef9f,1:1212-pac;1213:1212-no_hits,0,0,1212
EF2,f54130f0-463b-4e15-bfd7-da4b10850fa3,1:479-pac;480:481-no_hits,0,2,481
EF2,83da8a59-1f0d-4fcf-adbe-adcf6d176fe5,1:18-no_hits;19:1494-pac;1495:1494-no_hits,18,0,1494
EF2,25f2812c-1911-49c0-964a-e1a0c6ea6fa2,1:443-pac;444:443-no_hits,0,0,443
EF2,92342d4c-8bf1-4c9d-bcc8-1d6719985698,1:101-symE;102:101-no_hits,0,0,101
EF2,d5bbadb3-f053-4e15-b41d-0ad6cc507dc4,1:3-no_hits;4:1047-pac;1048:1047-no_hits,3,0,1047
EF2,b0c87292-983d-43d1-a4ab-3089f412ec54,1:987-no_hits;988:1049-T2_L3S2P21;1053:1211-symE;1212:1233-no_hits,987,22,1233
EF2,a5eafa6c-c6b2-43ce-ac29-7beba8d5f7e2,1:3-no_hits;4:201-pac;202:202-no_hits,3,1,202
EF2,3bd79fd1-5092-481c-b35b-eda1224add4b,1:1034-pac;1035:1034-no_hits,0,0,1034
EF2,fcfcc820-3fde-42ea-8615-ed5ab55cc0c9,1:149-symE;153:209-T2_L3S2P21;210:1466-no_hits,0,1257,1466
EF2,8e10fb08-c66d-4075-b102-760db22c0fea,1:433-pac;434:436-no_hits,0,3,436
EF2,b0a48be0-d6be-499e-90e0-9ab75de88542,1:1-no_hits;2:307-pac;308:307-no_hits,1,0,307
EF2,38e0cb2e-f058-4418-9a2e-7a4e902c685b,1:16-no_hits;17:275-pac;276:279-no_hits,16,4,279
EF2,9f1f7cd5-0c7e-4c82-a238-61d5f9c9d183,1:180-symE;184:239-T2_L3S2P21;240:657-no_hits,0,418,657
EF2,8ff3f01d-3231-47d6-bcac-98b9ee13a00d,1:6-no_hits;7:400-pac;401:402-no_hits,6,2,402
EF2,21579d6d-45e5-4f15-bd30-411fd81057fc,1:342-pac;343:360-no_hits,0,18,360
EF2,792475a9-ee27-438c-a5d7-bfb9a0d13182,1:863-pac;864:867-no_hits,0,4,867
EF2,477b246c-ecb4-468f-915d-4ee7e3986127,1:563-pac;564:564-no_hits,0,1,564
EF2,5603b931-d2dc-48bc-b17b-a827fe46e9a0,1:1006-pac;1007:1006-no_hits,0,0,1006
EF2,b4f5c2ef-d11f-4e24-a133-30c590a1f2f4,1:1-no_hits;2:300-pac;301:301-no_hits,1,1,301
EF2,74da495c-bbac-46a3-b906-2b8bee03bbf8,1:2044-pac;2045:2044-no_hits,0,0,2044
EF2,975ca2fe-4ff4-48c4-96ab-1580b0855f83,1:9-no_hits;10:372-pac;373:372-no_hits,9,0,372
EF2,13ed1591-fd17-46d8-a1a2-2b23a8a7afc4,1:908-pac;909:908-no_hits,0,0,908
EF2,234d59e5-890c-4a5a-8056-120158f1d961,1:917-pac;918:917-no_hits,0,0,917
EF2,6555a14e-52e5-4339-97c6-0b17f00d8e78,1:21-no_hits;22:219-symE;220:219-no_hits,21,0,219
EF2,8d2fa46c-62ee-47d4-8c09-d96020ac4db7,1:349-pac;350:351-no_hits,0,2,351
EF2,acff762e-259e-4b04-8b0d-ebed6e9f66c9,1:985-pac;986:986-no_hits,0,1,986
EF2,ebbdd14f-cfe4-4cc4-b925-e3135be97eab,1:114-no_hits;115:175-T2_L3S2P21;179:502-symE;503:506-no_hits,114,4,506
EF2,e7a961f4-1552-401d-8caf-7dc8b1ea64fe,1:9-no_hits;10:228-pac;229:229-no_hits,9,1,229
EF2,16c5c2a9-cd33-4250-b0aa-6440fcaaf6e2,1:250-pac;251:253-no_hits,0,3,253
EF2,077a7828-993b-4fdb-87ad-f7832db43f7b,1:853-pac;854:853-no_hits,0,0,853
EF2,e297b9a1-81ce-4c2d-9d52-150218c99ef4,1:388-pac;389:394-no_hits,0,6,394
EF2,6b57882e-a7f8-426f-bcb3-8d66c75a6cfd,1:2-no_hits;3:575-pac;576:575-no_hits,2,0,575
EF2,4a62a047-89c1-4ce1-873d-f54288cbe44c,1:224-no_hits;225:282-symE;283:282-no_hits,224,0,282
EF2,9fae531d-f56c-44b5-8844-5faa3cdc3109,1:1950-pac;1951:1950-no_hits,0,0,1950
EF2,cfcdee11-2de0-4cb8-8468-c933d14937af,1:214-pac;215:215-no_hits,0,1,215
EF2,7a4f6413-cd23-4905-a078-b00057081a27,1:1595-pac;1596:1595-no_hits,0,0,1595
EF2,32e9960d-67e5-49dd-a75b-513cd6f23ac0,1:388-pac;389:391-no_hits,0,3,391
EF2,d71729d5-9e60-4a65-aba6-a29220a151e1,1:189-pac;190:189-no_hits,0,0,189
EF2,33256c56-4ef0-406f-818b-342f646c1411,1:345-no_hits;346:406-T2_L3S2P21;410:467-symE;468:471-no_hits,345,4,471
EF2,e3ccfbe0-0c44-4f07-a618-f5924ed2f72f,1:129-symE;130:129-no_hits,0,0,129
EF2,fa41ad45-e9a9-436a-8884-5be2eb4ecec6,1:318-pac;322:378-T1_L3S2P55;461:799-symE;803:863-T2_L3S2P21;864:1149-no_hits,0,286,1149
EF2,16fdea3a-a805-4b2f-b26f-b8dc965a6a11,1:452-pac;453:453-no_hits,0,1,453
EF2,7c177b5b-a587-4dea-938a-2b25d78a7c6a,1:1-no_hits;2:559-pac;560:559-no_hits,1,0,559
EF2,c215f22f-11d3-4e1d-ac76-e42e767bf16f,1:558-pac;559:560-no_hits,0,2,560
EF2,0fec31e0-ea7d-4947-a798-3c3673b043ff,1:545-pac;546:548-no_hits,0,3,548
EF2,410fc358-f287-4896-ac1f-54f3bf6c10ad,1:3-no_hits;4:949-pac;950:966-no_hits,3,17,966
EF2,77daf65e-3aba-44d7-bfcb-de68e1d3d2f5,1:85-no_hits;86:181-symE;182:183-no_hits,85,2,183
EF2,3a2c940e-39ae-4716-acc2-cbfa922a218e,1:935-pac;936:935-no_hits,0,0,935
EF2,7a0ecacc-eaab-4239-aa65-e96231d45312,1:4-no_hits;5:402-pac;403:402-no_hits,4,0,402
EF2,755d4f6d-f4e8-4f83-93c5-049dc54064b3,1:25-no_hits;26:443-pac;444:443-no_hits,25,0,443
EF2,9b362361-23bc-4ccb-95d5-49bbf85ca278,1:602-pac;603:618-no_hits,0,16,618
EF2,2a68b272-9290-46ea-a18a-c28c1ee394d7,1:880-pac;881:880-no_hits,0,0,880
EF2,935d1467-b13a-423d-a47c-8ebe404b0ebb,1:1183-pac;1184:1193-no_hits,0,10,1193
EF2,5bd2be57-521f-42eb-852d-90e1e6cbb5b3,1:864-pac;865:864-no_hits,0,0,864
EF2,e2a7ded8-74ef-4b17-aec5-0ec78260d1f6,1:2-no_hits;3:505-pac;506:505-no_hits,2,0,505
EF2,90d82784-6b91-42fa-8bf5-c13b91b98159,1:9-no_hits;10:1015-pac;1146:1464-symE;1468:1526-T2_L3S2P21;1527:2497-no_hits,9,971,2497
